0,0,0,0,0,0,0,0.369,1.862,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0.008,1.297,2,1.307,0,0,0,0,0,0,0,0,0,0,0,0,0.59,2,1.986,0.435,0,0,0,0,0,0,0,0,0,0,0,0.317,1.825,2,1.562,0,0,0,0,0,0,0,0,0,0,0,0.062,1.54,2,1.778,0.285,0,0,0,0,0,0,0,0,0,0,0,1.1,2,1.922,0.561,0,0,0,0,0,0,0,0,0,0,0,0.743,1.95,2,0.838,0,0,0,0.013,0.286,0.168,0,0,0,0,0,0.203,1.909,2,1.3,0.039,0,0,0.45,1.485,1.996,1.867,1.092,0,0,0,0,1.278,2,1.877,0.176,0,0.095,1.145,1.977,2,2,2,1.99,0.255,0,0,0.05,1.847,2,1.327,0,0,1.355,2,1.655,0.891,0.815,2,1.988,0.277,0,0,0.37,2,2,1.068,0.075,1.113,1.96,1.308,0.116,0,0.925,2,1.641,0.005,0,0,0.323,2,2,1.753,1.341,2,1.707,0.058,0,0,1.545,2,1.027,0,0,0,0.097,1.792,2,2,2,2,1.536,1.184,1.812,1.837,1.978,1.864,0.37,0,0,0,0,0.548,1.828,2,2,2,2,2,2,2,2,1.135,0,0,0,0,0,0,0.517,1.813,2,2,2,2,2,2,1.219,0.057,0,0,0,0,0,0,0,0.026,0.571,1.304,1.823,2,1.482,0.526,0.009,0,0,0,0
0,0,0,0.187,0.329,0.191,0.113,0.329,0.147,0,0,0.226,0.82,1.052,0.759,0,0,0,0,1.392,2,1.857,1.727,2,1.805,1.613,1.613,1.86,2,2,1.396,0,0,0,0,0.452,2,2,2,2,2,2,2,2,2,2,1.875,0.043,0,0,0,0.214,1.961,2,2,2,1.727,1.403,1.403,1.171,0.686,0.686,0.06,0,0,0,0,0.702,2,2,2,1.44,1.056,0.245,0,0,0,0,0,0,0,0,0,1.366,2,2,2,2,2,1.889,0.919,0.08,0,0,0,0,0,0,0,0.604,1.886,1.974,1.851,1.851,1.95,2,2,1.539,0.246,0,0,0,0,0,0,0,0.114,0.495,0,0,0.351,1.405,2,2,1.653,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0.45,1.993,2,1.618,0.131,0,0.04,0.488,1.134,0.657,0.204,0,0,0,0,0,0,0.568,1.994,2,1.223,0,1.426,2,2,2,1.214,0,0,0,0,0,0,0,1.292,2,1.967,0.12,1.449,2,1.896,0.906,0.25,0,0,0,0,0,0,0,0.373,2,2,1.198,0.895,2,2,2,1.639,0.832,0.686,0.554,0,0,0.00099999,0.663,1.147,1.996,2,1.667,0.192,1.065,1.993,2,2,2,2,1.996,1.97,1.97,1.97,1.998,2,2,2,1.109,0,0,0.17,0.758,1.35,1.8,2,2,2,2,2,2,2,2,1.616,0.07,0,0,0,0,0,0.142,0.329,0.329,0.967,1.761,1.762,1.126,0.905,0.329,0.172,0
0,0,0,0,0,0,0,0,0,0.004,1.147,2,0.811,0,0,0,0,0,0,0,0,0,0,0,0,0.118,2,1.39,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0.285,2,1.029,0,0,0,0,0,0,0,0,0.112,0.088,0,0,0,0.451,2,1.361,0,0,0,0,0,0,0,0.062,1.694,1.057,0,0,0,0.618,2,1.511,0,0,0,0,0,0,0,0.689,2,0.957,0,0,0,0.352,2,1.644,0,0,0,0,0,0,0,1.489,2,0.507,0,0,0,0.436,2,1.693,0,0,0,0,0,0,0.034,1.988,2,0.107,0,0,0,0.603,2,1.903,0.023,0,0,0,0,0,0.441,2,2,0.703,0,0,0,0.389,2,1.873,0.302,0.448,0,0,0,0,0.874,2,2,1.766,0.236,0,0,0.423,2,1.933,1.484,0.803,0,0,0,0,0.182,0.645,1.334,2,1.868,0.711,0.323,0.404,2,2,2,0.419,0,0,0,0,0,0,0.046,1.118,2,2,2,2,2,1.973,0.908,0.005,0,0,0,0,0,0,0,0.007,0.536,1.046,1.29,1.457,2,1.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574,2,1.555,0,0,0,0,0,0,0,0,0,0,0,0,0,1.024,2,1.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.891,2,0.821,0,0,0,0
0,0,0,0,0,0.727,1.684,1.96,1.45,0.933,0.321,0,0,0,0,0,0,0,0,0,0.886,1.974,1.917,1.734,1.994,2,1.973,1.391,0.579,0.024,0,0,0,0,0,0.677,1.991,1.622,0.262,0,0.361,1.023,1.871,2,2,0.568,0,0,0,0,0,1.409,2,1,0,0,0,0,0.158,1.714,2,0.466,0,0,0,0,0.121,1.965,2,0.287,0,0,0,0,0.394,1.977,1.695,0.094,0,0,0,0,0.472,2,1.931,0.112,0,0,0,0.051,1.559,1.984,0.637,0,0,0,0,0,0.03,0.734,0.445,0,0,0,0,0.814,2,1.488,0,0,0,0,0,0,0,0,0,0,0,0,0,1.697,1.992,0.542,0,0,0,0,0,0,0,0,0,0,0,0,0.659,2,1.608,0,0,0,0,0,0,0,0,0,0,0,0,0,1.471,1.998,0.584,0,0,0,0,0,0,0,0,0,0,0,0,0.356,1.963,1.59,0.00099999,0,0,0,0,0,0,0,0,0,0,0,0,1.061,2,0.921,0,0,0,0,0,0,0,0,0,0,0,0,0,1.773,1.958,0.286,0,0,0,0,0,0,0,0,0,0,0,0,0.455,1.989,1.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652,2,1.798,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0.682,2,1.536,0.013,0,0,0,0,0,0
0,0,0,0,0,0.072,0.796,1.751,1.466,1.234,0.191,0,0,0,0,0,0,0,0,0,0.63,1.739,2,2,2,2,1.644,0.11,0,0,0,0,0,0,0,0,1.616,2,1.688,0.545,0.269,1.659,2,0.713,0,0,0,0,0,0,0,0,0.624,0.814,0.126,0,0,0.986,2,0.747,0,0,0,0,0,0,0,0,0,0,0,0,0.022,1.501,2,0.46,0,0,0,0,0,0,0,0,0,0.002,0.659,1.296,1.371,2,1.417,0.011,0,0,0,0,0,0,0,0,0,0.992,2,2,2,2,1.761,0.269,0,0,0,0,0,0,0,0,0,1.242,2,2,1.319,1.259,2,1.742,0.243,0,0,0,0,0,0,0,0,0.025,0.533,0.011,0,0,0.829,1.998,1.669,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,1.228,2,1.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,1.918,1.933,0.206,0,0,0,0.334,1.337,1.224,0.092,0,0,0,0,0,0,1.418,2,0.742,0,0,0.754,2,2,1.355,0.042,0,0,0,0,0,0,0.923,2,1.344,0,0,1.075,2,2,1.649,1.256,0.8,0.649,0.267,0.267,0.267,0.567,1.649,2,1.093,0,0,0.041,0.938,1.821,2,2,2,2,2,2,2,2,2,1.583,0.157,0,0,0,0,0.123,0.674,1.174,1.466,1.639,2,2,1.791,1.439,0.801,0.117,0,0
0,0,0,0,0,0.603,1.983,0.465,0,0,0,0,0,0,0,0,0,0,0,0,0,1.692,1.536,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0.079,1.928,0.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,2,0.404,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,1.9,0.049,0,0,0,0.353,1.455,0.667,0,0,0,0,0,0,0,1.259,1.676,0,0,0,0.016,1.677,1.981,1.551,0,0,0,0,0,0,0.006,1.699,1.305,0,0,0,0.501,2,0.908,1.751,0,0,0,0,0,0,0.077,1.966,0.893,0,0,0,0.7,1.854,0.618,1.617,0,0,0,0,0,0,0.591,2,0.471,0,0,0,1.048,1.614,0.732,1.544,0,0,0,0,0,0,1.05,1.971,0.161,0,0,0,1.172,1.526,0.997,1.307,0,0,0,0,0,0,1.398,1.459,0,0,0,0,1.372,1.555,1.52,0.955,0,0,0,0,0,0,1.671,1.176,0,0,0,0,1.236,1.934,1.971,0.288,0,0,0,0,0,0,1.763,1.084,0,0,0,0,1.073,2,1.265,0,0,0,0,0,0,0,1.563,1.21,0,0,0.07,0.873,1.89,1.935,0.155,0,0,0,0,0,0,0,1.093,1.793,0.795,1.214,1.746,1.918,1.692,1.954,0.118,0,0,0,0,0,0,0,0.102,1.323,2,1.803,1.015,0.138,0.129,0.563,0,0,0,0,0
0,0,0,0.17,1.442,2,2,1.479,0.672,0.053,0,0,0,0,0,0,0,0,0,0.975,1.519,1.124,1.339,1.762,2,1.456,0.293,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.914,1.843,1.681,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533,2,0.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281,2,0.797,0,0,0,0,0,0,0,0,0,0,0,0,0.214,1.504,1.945,0.199,0,0,0,0,0,0,0,0,0,0,0.251,1.183,1.936,2,0.991,0.045,0,0,0,0,0,0,0,0,0.269,1.43,1.965,2,2,2,2,1.529,0.153,0,0,0,0,0,0,0,0.744,1.92,1.655,1.028,0.64,0.64,0.695,1.823,1.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.117,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.247,1.74,0,0,0,0,0,0,0.068,0,0,0,0,0,0,0.034,1.694,1.281,0,0,0,0,0,0,1.676,0.048,0,0,0,0,0,1.036,2,0.463,0,0,0,0,0,0,1.929,0.74,0,0,0,0.116,1.135,1.997,1.214,0.004,0,0,0,0,0,0,1.056,1.957,1.293,0.987,1.387,1.851,1.975,1.056,0.021,0,0,0,0,0,0,0,0.046,0.834,1.642,2,1.671,1.345,0.493,0,0,0,0,0,0
0,0,0,0,0,0,0,1.51,0.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.292,1.792,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,1.975,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0,1.745,1.999,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,1.596,2,0.399,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714,2,0.415,0,0,0,0,0,0,0,0,0,0,0,0,0.002,1.714,2,0.546,0,0,0,0,0,0,0,0,0,0,0,0,0.003,1.798,2,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,1.402,2,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1.354,2,0.858,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,2,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,2,0.789,0,0,0,0,0,0,0,0,0,0,0,0,0,1.242,2,0.887,0,0,0,0,0,0,0,0,0,0,0,0,0.033,1.594,2,0.569,0,0,0,0,0,0,0,0,0,0,0,0,0.86,2,1.989,0.295,0,0,0,0,0,0,0,0,0,0,0,0,0.346,1.666,1.301,0,0,0,0,0,0,0
0,0,0,0,0,0.546,1.879,0.255,0,0,0,0,0,0,0,0,0,0,0,0,0.284,1.804,2,1.42,0.336,0,0,0,0,0,0,0,0,0,0,0.022,1.713,2,1.027,1.408,1.947,1.56,0.462,0,0,0,0,0,0,0,0,0.882,2,1.665,0.098,0.031,0.64,1.805,1.987,1.327,0.203,0,0,0,0,0,0.065,1.764,2,0.633,0,0,0,0.086,0.744,1.833,1.778,0.78,0.008,0,0,0,0.744,2,1.538,0.014,0,0,0,0,0,0.163,1.551,2,0.715,0,0,0.064,1.844,2,0.737,0,0,0,0,0,0,0,0.173,1.841,1.913,0.052,0,0.855,2,1.765,0.025,0,0,0,0,0,0,0,0,1.23,2,0.383,0,1.57,2,0.959,0,0,0,0,0,0,0,0,0,1.179,2,0.434,0.078,1.939,1.976,0.135,0,0,0,0,0,0,0,0,0,1.36,1.998,0.221,0.133,1.983,1.656,0.007,0,0,0,0,0,0,0,0,0.064,1.878,1.878,0.043,0.4,1.998,1.415,0,0,0,0,0,0,0,0,0,0.723,2,1.273,0,0.217,1.996,1.6,0,0,0,0,0,0,0,0.034,0.562,1.807,1.985,0.474,0,0,1.629,1.912,0.687,0.118,0,0,0,0.101,0.664,1.382,2,1.988,1.19,0,0,0,0.204,1.525,2,1.979,1.613,1.613,1.613,1.884,2,2,1.888,0.911,0,0,0,0,0,0.044,0.717,1.488,2,2,2,2,1.506,0.826,0.189,0,0,0,0
0,0,0,0,0,0,0,0.091,1.801,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595,2,0.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928,2,0.532,0,0,0,0,0,0,0,0,0,0,0,0,0,1.057,2,0.377,0,0,0,0,0,0,0,0,0,0,0,0,0,1.288,2,0.317,0,0,0,0,0,0,0,0,0,0,0,0,0,1.253,2,0.353,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,2,0.407,0,0,0,0,0,0,0,0,0,0,0,0,0,1.328,1.997,0.229,0,0,0,0,0,0,0,0,0,0,0,0,0,1.661,2,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0,1.752,1.991,0.173,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,1.896,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224,1.944,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.891,2,0.715,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0.261,1.993,1.157,0,0,0,0,0,0,0,0,0,0,0,0,0.865,1.763,1.968,1.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668,1.735,1.38,0,0,0,0,0,0
